S김 	839	0.935340022296544
김 지	32	0.037914691943127965
 지사	91	0.2622478386167147
지사E	90	0.8181818181818182
S섬 	29	1.0
섬 생	1	0.034482758620689655
 생물	3	0.04
생물E	2	0.2857142857142857
S뒤 	1268	0.9968553459119497
뒤 고	9	0.007097791798107256
 고개	1	0.00684931506849315
고개E	1	1.0
S이용	7	0.004791238877481177
이용 	3	0.15789473684210525
용 기	1	0.017543859649122806
 기업	63	0.21875
기업수	3	0.02459016393442623
업수E	3	0.75
S군 	474	0.9793388429752066
군 관	47	0.09362549800796813
 관계	156	0.4984025559105431
관계자	147	0.6228813559322034
계자E	145	0.9797297297297297
S다음	696	0.9380053908355795
다음 	701	0.9235836627140975
음 달	409	0.5318595578673602
 달E	487	0.8454861111111112
S시 	351	0.5598086124401914
시 지	2	0.0040650406504065045
 지방	7	0.020172910662824207
지방세	1	0.019230769230769232
방세과	1	1.0
세과세	2	0.6666666666666666
과세표	1	0.14285714285714285
세표준	1	1.0
표준심	1	0.3333333333333333
준심의	1	1.0
심의위	3	0.42857142857142855
의위원	4	0.8
위원회	79	0.19174757281553398
원회E	46	0.575
S도시	8	0.03686635944700461
도시 	8	0.2962962962962963
시 계	1	0.0020325203252032522
 계획	8	0.13114754098360656
계획세	1	0.02857142857142857
획세E	1	1.0
S세 	36	0.23684210526315788
세 부	32	0.5423728813559322
 부담	35	0.09887005649717515
부담E	26	0.5306122448979592
S정보	18	0.03185840707964602
정보 	15	0.22058823529411764
보 통	9	0.08737864077669903
 통신	26	0.2524271844660194
통신망	6	0.17647058823529413
신망법	6	1.0
망법E	3	0.42857142857142855
S서 	65	0.5038759689922481
서 판	4	0.042105263157894736
 판사	22	0.2268041237113402
판사E	32	0.7441860465116279
S전 	360	0.5429864253393665
전 선	3	0.005813953488372093
 선거	66	0.25882352941176473
선거법	2	0.011494252873563218
거법합	1	0.5
법합의	2	1.0
합의E	16	0.5714285714285714
S달 	45	0.6428571428571429
달 전	7	0.08045977011494253
 전여	2	0.0021929824561403508
전여야	1	0.3333333333333333
여야합	1	0.09090909090909091
야합의	1	0.3333333333333333
S이 	747	0.5112936344969199
이 공	2	0.0021321961620469083
 공보	3	0.011278195488721804
공보단	1	0.16666666666666666
보단장	1	1.0
단장E	21	0.9545454545454546
S안 	295	0.8356940509915014
안 후	108	0.2553191489361702
 후보	653	0.51015625
후보캠	10	0.014265335235378032
보캠프	10	1.0
캠프E	22	0.5641025641025641
S수정	5	0.020161290322580645
수정안	4	0.2857142857142857
정안 	4	0.0975609756097561
안 확	1	0.002364066193853428
 확정	6	0.14634146341463414
확정뒤	2	0.15384615384615385
정뒤공	1	0.16666666666666666
뒤공청	1	0.2
공청회	6	0.8571428571428571
청회E	6	1.0
S합동	8	0.20512820512820512
합동위	1	0.08333333333333333
동위 	1	0.16666666666666666
위 안	18	0.1875
 안E	732	0.8035126234906695
S최종	13	0.04814814814814815
최종안	2	0.06060606060606061
종안 	1	0.5
안 발	5	0.01182033096926714
 발표	26	0.21311475409836064
발표후	7	0.10294117647058823
표후민	1	0.07142857142857142
후민간	1	1.0
민간차	1	0.058823529411764705
간차원	1	1.0
차원E	22	0.9166666666666666
S전쟁	29	0.043740573152337855
전쟁 	29	0.5686274509803921
쟁 때	22	0.5238095238095238
 때E	955	0.7334869431643625
S정 	252	0.44601769911504424
정 총	23	0.0539906103286385
 총리	58	0.26851851851851855
총리E	87	0.8285714285714286
S왕 	22	0.8148148148148148
왕 부	15	0.5
 부장	50	0.14124293785310735
부장E	73	0.6239316239316239
S설 	79	0.7523809523809524
설 인	1	0.008064516129032258
 인사	27	0.17647058823529413
인사E	20	0.30303030303030304
김 위	56	0.06635071090047394
 위원	229	0.3290229885057471
위원장	256	0.6213592233009708
원장E	344	0.9272237196765498
S후 	185	0.8333333333333334
후 주	13	0.05701754385964912
 주석	43	0.07131011608623548
주석E	51	0.9107142857142857
S결국	5	0.06756756756756757
결국 	5	0.8333333333333334
국 유	2	0.010101010101010102
 유로	1	0.011235955056179775
유로존	2	1.0
로존회	1	0.5
존회의	1	1.0
회의전	2	0.01282051282051282
의전E	2	1.0
시 시	3	0.006097560975609756
 시립	1	0.0014044943820224719
시립화	1	1.0
립화장	1	1.0
화장장	1	0.04
장장E	2	1.0
뒤 병	6	0.00473186119873817
 병원	14	0.16666666666666666
병원E	16	0.38095238095238093
시 당	14	0.028455284552845527
 당국	65	0.2529182879377432
당국E	72	0.8674698795180723
뒤 제	2	0.0015772870662460567
 제사	3	0.03529411764705882
제사E	3	0.3333333333333333
S대표	278	0.18471760797342193
대표 	275	0.24466192170818504
표 팀	265	0.7593123209169055
 팀E	635	0.7523696682464455
S월드	30	0.23809523809523808
월드컵	35	0.8974358974358975
드컵 	28	0.7368421052631579
컵 때	18	0.20930232558139536
컵 개	3	0.03488372093023256
 개막	19	0.10052910052910052
개막전	20	0.38461538461538464
막전E	18	0.8181818181818182
S장롱	2	0.014388489208633094
장롱 	2	0.6666666666666666
롱 속	1	0.07692307692307693
 속E	825	0.8549222797927462
S최근	21	0.07777777777777778
최근 	21	0.84
근 군	1	0.017543859649122806
 군특	1	0.011111111111111112
군특수	2	0.6666666666666666
특수부	2	0.10526315789473684
수부대	2	0.5
부대E	9	0.42857142857142855
S레드	5	0.19230769230769232
레드 	5	1.0
드 팀	1	0.008928571428571428
 팀훈	1	0.001184834123222749
팀훈련	5	1.0
훈련E	20	0.46511627906976744
S세계	48	0.3157894736842105
세계 	48	0.6956521739130435
계 자	1	0.009433962264150943
 자동	18	0.08071748878923767
